"observationDay","team","county","practiceFacilityCounty","stadiumCounty","positives","population"
2020-11-08,"CLE","Cuyahoga",TRUE,TRUE,504,1235072
2020-11-09,"CLE","Cuyahoga",TRUE,TRUE,494,1235072
2020-11-10,"CLE","Cuyahoga",TRUE,TRUE,626,1235072
2020-11-11,"CLE","Cuyahoga",TRUE,TRUE,537,1235072
2020-11-12,"CLE","Cuyahoga",TRUE,TRUE,832,1235072
2020-11-13,"CLE","Cuyahoga",TRUE,TRUE,711,1235072
2020-11-14,"CLE","Cuyahoga",TRUE,TRUE,661,1235072
2020-11-15,"CLE","Cuyahoga",TRUE,TRUE,982,1235072
2020-11-16,"CLE","Cuyahoga",TRUE,TRUE,718,1235072
2020-11-17,"CLE","Cuyahoga",TRUE,TRUE,629,1235072
2020-11-18,"CLE","Cuyahoga",TRUE,TRUE,559,1235072
2020-11-19,"CLE","Cuyahoga",TRUE,TRUE,755,1235072
2020-11-20,"CLE","Cuyahoga",TRUE,TRUE,401,1235072
2020-11-21,"CLE","Cuyahoga",TRUE,TRUE,609,1235072
2020-11-22,"CLE","Cuyahoga",TRUE,TRUE,1191,1235072
2020-11-23,"CLE","Cuyahoga",TRUE,TRUE,1118,1235072
2020-11-24,"CLE","Cuyahoga",TRUE,TRUE,833,1235072
2020-11-25,"CLE","Cuyahoga",TRUE,TRUE,1175,1235072
2020-11-26,"CLE","Cuyahoga",TRUE,TRUE,0,1235072
2020-11-27,"CLE","Cuyahoga",TRUE,TRUE,1910,1235072
2020-11-28,"CLE","Cuyahoga",TRUE,TRUE,522,1235072
2020-11-29,"CLE","Cuyahoga",TRUE,TRUE,1169,1235072
2020-11-30,"CLE","Cuyahoga",TRUE,TRUE,623,1235072
2020-12-01,"CLE","Cuyahoga",TRUE,TRUE,824,1235072
2020-12-02,"CLE","Cuyahoga",TRUE,TRUE,710,1235072
2020-12-03,"CLE","Cuyahoga",TRUE,TRUE,660,1235072
2020-12-04,"CLE","Cuyahoga",TRUE,TRUE,861,1235072
2020-12-05,"CLE","Cuyahoga",TRUE,TRUE,911,1235072
2020-12-06,"CLE","Cuyahoga",TRUE,TRUE,921,1235072
2020-12-07,"CLE","Cuyahoga",TRUE,TRUE,1368,1235072
2020-12-08,"CLE","Cuyahoga",TRUE,TRUE,2711,1235072
2020-12-09,"CLE","Cuyahoga",TRUE,TRUE,1064,1235072
2020-12-10,"CLE","Cuyahoga",TRUE,TRUE,1236,1235072
2020-12-11,"CLE","Cuyahoga",TRUE,TRUE,1120,1235072
2020-12-12,"CLE","Cuyahoga",TRUE,TRUE,1261,1235072
2020-12-13,"CLE","Cuyahoga",TRUE,TRUE,1412,1235072
2020-12-14,"CLE","Cuyahoga",TRUE,TRUE,798,1235072
2020-12-15,"CLE","Cuyahoga",TRUE,TRUE,752,1235072
2020-12-16,"CLE","Cuyahoga",TRUE,TRUE,372,1235072
2020-12-17,"CLE","Cuyahoga",TRUE,TRUE,936,1235072
2020-12-18,"CLE","Cuyahoga",TRUE,TRUE,936,1235072
2020-12-19,"CLE","Cuyahoga",TRUE,TRUE,902,1235072
2020-12-20,"CLE","Cuyahoga",TRUE,TRUE,1165,1235072
2020-12-21,"CLE","Cuyahoga",TRUE,TRUE,681,1235072
2020-12-22,"CLE","Cuyahoga",TRUE,TRUE,673,1235072
2020-12-23,"CLE","Cuyahoga",TRUE,TRUE,933,1235072
2020-12-24,"CLE","Cuyahoga",TRUE,TRUE,899,1235072
2020-12-25,"CLE","Cuyahoga",TRUE,TRUE,0,1235072
2020-12-26,"CLE","Cuyahoga",TRUE,TRUE,1269,1235072
2020-12-27,"CLE","Cuyahoga",TRUE,TRUE,596,1235072
2020-12-28,"CLE","Cuyahoga",TRUE,TRUE,411,1235072
2020-12-29,"CLE","Cuyahoga",TRUE,TRUE,707,1235072
2020-12-30,"CLE","Cuyahoga",TRUE,TRUE,716,1235072
2020-12-31,"CLE","Cuyahoga",TRUE,TRUE,886,1235072
2021-01-01,"CLE","Cuyahoga",TRUE,TRUE,0,1235072
2021-01-02,"CLE","Cuyahoga",TRUE,TRUE,1605,1235072
2021-01-03,"CLE","Cuyahoga",TRUE,TRUE,778,1235072
2021-01-04,"CLE","Cuyahoga",TRUE,TRUE,596,1235072
2021-01-05,"CLE","Cuyahoga",TRUE,TRUE,548,1235072
2021-01-06,"CLE","Cuyahoga",TRUE,TRUE,535,1235072
2021-01-07,"CLE","Cuyahoga",TRUE,TRUE,921,1235072
2021-01-08,"CLE","Cuyahoga",TRUE,TRUE,717,1235072
2021-01-09,"CLE","Cuyahoga",TRUE,TRUE,830,1235072
2021-01-10,"CLE","Cuyahoga",TRUE,TRUE,692,1235072
2021-01-11,"CLE","Cuyahoga",TRUE,TRUE,872,1235072
2021-01-12,"CLE","Cuyahoga",TRUE,TRUE,739,1235072
2021-01-13,"CLE","Cuyahoga",TRUE,TRUE,664,1235072
2021-01-14,"CLE","Cuyahoga",TRUE,TRUE,628,1235072
2021-01-15,"CLE","Cuyahoga",TRUE,TRUE,647,1235072
2021-01-16,"CLE","Cuyahoga",TRUE,TRUE,617,1235072
2021-01-17,"CLE","Cuyahoga",TRUE,TRUE,652,1235072
2021-01-18,"CLE","Cuyahoga",TRUE,TRUE,435,1235072
2021-01-19,"CLE","Cuyahoga",TRUE,TRUE,567,1235072
2021-01-20,"CLE","Cuyahoga",TRUE,TRUE,590,1235072
2021-01-21,"CLE","Cuyahoga",TRUE,TRUE,753,1235072
2021-01-22,"CLE","Cuyahoga",TRUE,TRUE,437,1235072
2021-01-23,"CLE","Cuyahoga",TRUE,TRUE,611,1235072
2021-01-24,"CLE","Cuyahoga",TRUE,TRUE,495,1235072
2021-01-25,"CLE","Cuyahoga",TRUE,TRUE,454,1235072
2021-01-26,"CLE","Cuyahoga",TRUE,TRUE,373,1235072
2021-01-27,"CLE","Cuyahoga",TRUE,TRUE,571,1235072
2021-01-28,"CLE","Cuyahoga",TRUE,TRUE,535,1235072
2021-01-29,"CLE","Cuyahoga",TRUE,TRUE,345,1235072
2021-01-30,"CLE","Cuyahoga",TRUE,TRUE,408,1235072
2021-01-31,"CLE","Cuyahoga",TRUE,TRUE,290,1235072
2021-02-01,"CLE","Cuyahoga",TRUE,TRUE,329,1235072
2021-02-02,"CLE","Cuyahoga",TRUE,TRUE,183,1235072
2020-03-16,"CLE","Geauga",FALSE,FALSE,1,93649
2020-03-17,"CLE","Geauga",FALSE,FALSE,0,93649
2020-03-18,"CLE","Geauga",FALSE,FALSE,0,93649
2020-03-19,"CLE","Geauga",FALSE,FALSE,0,93649
2020-03-20,"CLE","Geauga",FALSE,FALSE,0,93649
2020-03-21,"CLE","Geauga",FALSE,FALSE,0,93649
2020-03-22,"CLE","Geauga",FALSE,FALSE,1,93649
2020-03-23,"CLE","Geauga",FALSE,FALSE,0,93649
2020-03-24,"CLE","Geauga",FALSE,FALSE,3,93649
2020-03-25,"CLE","Geauga",FALSE,FALSE,0,93649
2020-03-26,"CLE","Geauga",FALSE,FALSE,3,93649
2020-03-27,"CLE","Geauga",FALSE,FALSE,3,93649
2020-03-28,"CLE","Geauga",FALSE,FALSE,4,93649
2020-03-29,"CLE","Geauga",FALSE,FALSE,3,93649
2020-03-30,"CLE","Geauga",FALSE,FALSE,5,93649
2020-03-31,"CLE","Geauga",FALSE,FALSE,2,93649
2020-04-01,"CLE","Geauga",FALSE,FALSE,1,93649
2020-04-02,"CLE","Geauga",FALSE,FALSE,8,93649
2020-04-03,"CLE","Geauga",FALSE,FALSE,2,93649
2020-04-04,"CLE","Geauga",FALSE,FALSE,3,93649
2020-04-05,"CLE","Geauga",FALSE,FALSE,0,93649
2020-04-06,"CLE","Geauga",FALSE,FALSE,2,93649
2020-04-07,"CLE","Geauga",FALSE,FALSE,1,93649
2020-04-08,"CLE","Geauga",FALSE,FALSE,3,93649
2020-04-09,"CLE","Geauga",FALSE,FALSE,3,93649
2020-04-10,"CLE","Geauga",FALSE,FALSE,2,93649
2020-04-11,"CLE","Geauga",FALSE,FALSE,4,93649
2020-04-12,"CLE","Geauga",FALSE,FALSE,8,93649
2020-04-13,"CLE","Geauga",FALSE,FALSE,7,93649
2020-04-14,"CLE","Geauga",FALSE,FALSE,1,93649
2020-04-15,"CLE","Geauga",FALSE,FALSE,13,93649
2020-04-16,"CLE","Geauga",FALSE,FALSE,10,93649
2020-04-17,"CLE","Geauga",FALSE,FALSE,4,93649
2020-04-18,"CLE","Geauga",FALSE,FALSE,2,93649
2020-04-19,"CLE","Geauga",FALSE,FALSE,2,93649
2020-04-20,"CLE","Geauga",FALSE,FALSE,5,93649
2020-04-21,"CLE","Geauga",FALSE,FALSE,8,93649
2020-04-22,"CLE","Geauga",FALSE,FALSE,4,93649
2020-04-23,"CLE","Geauga",FALSE,FALSE,2,93649
2020-04-24,"CLE","Geauga",FALSE,FALSE,7,93649
2020-04-25,"CLE","Geauga",FALSE,FALSE,2,93649
2020-04-26,"CLE","Geauga",FALSE,FALSE,9,93649
2020-04-27,"CLE","Geauga",FALSE,FALSE,9,93649
2020-04-28,"CLE","Geauga",FALSE,FALSE,2,93649
2020-04-29,"CLE","Geauga",FALSE,FALSE,5,93649
2020-04-30,"CLE","Geauga",FALSE,FALSE,1,93649
2020-05-01,"CLE","Geauga",FALSE,FALSE,1,93649
2020-05-02,"CLE","Geauga",FALSE,FALSE,4,93649
2020-05-03,"CLE","Geauga",FALSE,FALSE,4,93649
2020-05-04,"CLE","Geauga",FALSE,FALSE,6,93649
2020-05-05,"CLE","Geauga",FALSE,FALSE,3,93649
2020-05-06,"CLE","Geauga",FALSE,FALSE,9,93649
2020-05-07,"CLE","Geauga",FALSE,FALSE,3,93649
2020-05-08,"CLE","Geauga",FALSE,FALSE,3,93649
2020-05-09,"CLE","Geauga",FALSE,FALSE,2,93649
2020-05-10,"CLE","Geauga",FALSE,FALSE,0,93649
2020-05-11,"CLE","Geauga",FALSE,FALSE,2,93649
2020-05-12,"CLE","Geauga",FALSE,FALSE,4,93649
2020-05-13,"CLE","Geauga",FALSE,FALSE,3,93649
2020-05-14,"CLE","Geauga",FALSE,FALSE,8,93649
2020-05-15,"CLE","Geauga",FALSE,FALSE,6,93649
2020-05-16,"CLE","Geauga",FALSE,FALSE,8,93649
2020-05-17,"CLE","Geauga",FALSE,FALSE,0,93649
2020-05-18,"CLE","Geauga",FALSE,FALSE,1,93649
2020-05-19,"CLE","Geauga",FALSE,FALSE,5,93649
2020-05-20,"CLE","Geauga",FALSE,FALSE,5,93649
2020-05-21,"CLE","Geauga",FALSE,FALSE,10,93649
2020-05-22,"CLE","Geauga",FALSE,FALSE,7,93649
2020-05-23,"CLE","Geauga",FALSE,FALSE,2,93649
2020-05-24,"CLE","Geauga",FALSE,FALSE,6,93649
2020-05-25,"CLE","Geauga",FALSE,FALSE,1,93649
2020-05-26,"CLE","Geauga",FALSE,FALSE,1,93649
2020-05-27,"CLE","Geauga",FALSE,FALSE,3,93649
2020-05-28,"CLE","Geauga",FALSE,FALSE,11,93649
2020-05-29,"CLE","Geauga",FALSE,FALSE,5,93649
2020-05-30,"CLE","Geauga",FALSE,FALSE,5,93649
2020-05-31,"CLE","Geauga",FALSE,FALSE,2,93649
2020-06-01,"CLE","Geauga",FALSE,FALSE,2,93649
2020-06-02,"CLE","Geauga",FALSE,FALSE,6,93649
2020-06-03,"CLE","Geauga",FALSE,FALSE,3,93649
2020-06-04,"CLE","Geauga",FALSE,FALSE,5,93649
2020-06-05,"CLE","Geauga",FALSE,FALSE,3,93649
2020-06-06,"CLE","Geauga",FALSE,FALSE,3,93649
2020-06-07,"CLE","Geauga",FALSE,FALSE,3,93649
2020-06-08,"CLE","Geauga",FALSE,FALSE,4,93649
2020-06-09,"CLE","Geauga",FALSE,FALSE,4,93649
2020-06-10,"CLE","Geauga",FALSE,FALSE,10,93649
2020-06-11,"CLE","Geauga",FALSE,FALSE,4,93649
2020-06-12,"CLE","Geauga",FALSE,FALSE,0,93649
2020-06-13,"CLE","Geauga",FALSE,FALSE,0,93649
2020-06-14,"CLE","Geauga",FALSE,FALSE,3,93649
2020-06-15,"CLE","Geauga",FALSE,FALSE,3,93649
2020-06-16,"CLE","Geauga",FALSE,FALSE,5,93649
2020-06-17,"CLE","Geauga",FALSE,FALSE,2,93649
2020-06-18,"CLE","Geauga",FALSE,FALSE,5,93649
2020-06-19,"CLE","Geauga",FALSE,FALSE,4,93649
2020-06-20,"CLE","Geauga",FALSE,FALSE,2,93649
2020-06-21,"CLE","Geauga",FALSE,FALSE,2,93649
2020-06-22,"CLE","Geauga",FALSE,FALSE,4,93649
2020-06-23,"CLE","Geauga",FALSE,FALSE,2,93649
2020-06-24,"CLE","Geauga",FALSE,FALSE,6,93649
2020-06-25,"CLE","Geauga",FALSE,FALSE,3,93649
2020-06-26,"CLE","Geauga",FALSE,FALSE,6,93649
2020-06-27,"CLE","Geauga",FALSE,FALSE,1,93649
2020-06-28,"CLE","Geauga",FALSE,FALSE,3,93649
2020-06-29,"CLE","Geauga",FALSE,FALSE,1,93649
2020-06-30,"CLE","Geauga",FALSE,FALSE,4,93649
2020-07-01,"CLE","Geauga",FALSE,FALSE,3,93649
2020-07-02,"CLE","Geauga",FALSE,FALSE,0,93649
2020-07-03,"CLE","Geauga",FALSE,FALSE,9,93649
2020-07-04,"CLE","Geauga",FALSE,FALSE,1,93649
2020-07-05,"CLE","Geauga",FALSE,FALSE,5,93649
2020-07-06,"CLE","Geauga",FALSE,FALSE,2,93649
2020-07-07,"CLE","Geauga",FALSE,FALSE,1,93649
2020-07-08,"CLE","Geauga",FALSE,FALSE,6,93649
2020-07-09,"CLE","Geauga",FALSE,FALSE,1,93649
2020-07-10,"CLE","Geauga",FALSE,FALSE,10,93649
2020-07-11,"CLE","Geauga",FALSE,FALSE,0,93649
2020-07-12,"CLE","Geauga",FALSE,FALSE,3,93649
2020-07-13,"CLE","Geauga",FALSE,FALSE,3,93649
2020-07-14,"CLE","Geauga",FALSE,FALSE,5,93649
2020-07-15,"CLE","Geauga",FALSE,FALSE,11,93649
2020-07-16,"CLE","Geauga",FALSE,FALSE,1,93649
2020-07-17,"CLE","Geauga",FALSE,FALSE,5,93649
2020-07-18,"CLE","Geauga",FALSE,FALSE,5,93649
2020-07-19,"CLE","Geauga",FALSE,FALSE,7,93649
2020-07-20,"CLE","Geauga",FALSE,FALSE,1,93649
2020-07-21,"CLE","Geauga",FALSE,FALSE,2,93649
2020-07-22,"CLE","Geauga",FALSE,FALSE,6,93649
2020-07-23,"CLE","Geauga",FALSE,FALSE,8,93649
2020-07-24,"CLE","Geauga",FALSE,FALSE,11,93649
2020-07-25,"CLE","Geauga",FALSE,FALSE,5,93649
2020-07-26,"CLE","Geauga",FALSE,FALSE,4,93649
2020-07-27,"CLE","Geauga",FALSE,FALSE,4,93649
2020-07-28,"CLE","Geauga",FALSE,FALSE,3,93649
2020-07-29,"CLE","Geauga",FALSE,FALSE,4,93649
2020-07-30,"CLE","Geauga",FALSE,FALSE,2,93649
2020-07-31,"CLE","Geauga",FALSE,FALSE,4,93649
2020-08-01,"CLE","Geauga",FALSE,FALSE,3,93649
2020-08-02,"CLE","Geauga",FALSE,FALSE,6,93649
2020-08-03,"CLE","Geauga",FALSE,FALSE,3,93649
2020-08-04,"CLE","Geauga",FALSE,FALSE,4,93649
2020-08-05,"CLE","Geauga",FALSE,FALSE,5,93649
2020-08-06,"CLE","Geauga",FALSE,FALSE,8,93649
2020-08-07,"CLE","Geauga",FALSE,FALSE,4,93649
2020-08-08,"CLE","Geauga",FALSE,FALSE,2,93649
2020-08-09,"CLE","Geauga",FALSE,FALSE,2,93649
2020-08-10,"CLE","Geauga",FALSE,FALSE,2,93649
2020-08-11,"CLE","Geauga",FALSE,FALSE,1,93649
2020-08-12,"CLE","Geauga",FALSE,FALSE,2,93649
2020-08-13,"CLE","Geauga",FALSE,FALSE,4,93649
2020-08-14,"CLE","Geauga",FALSE,FALSE,0,93649
2020-08-15,"CLE","Geauga",FALSE,FALSE,1,93649
2020-08-16,"CLE","Geauga",FALSE,FALSE,5,93649
2020-08-17,"CLE","Geauga",FALSE,FALSE,4,93649
2020-08-18,"CLE","Geauga",FALSE,FALSE,5,93649
2020-08-19,"CLE","Geauga",FALSE,FALSE,4,93649
2020-08-20,"CLE","Geauga",FALSE,FALSE,3,93649
2020-08-21,"CLE","Geauga",FALSE,FALSE,2,93649
2020-08-22,"CLE","Geauga",FALSE,FALSE,4,93649
2020-08-23,"CLE","Geauga",FALSE,FALSE,2,93649
2020-08-24,"CLE","Geauga",FALSE,FALSE,1,93649
2020-08-25,"CLE","Geauga",FALSE,FALSE,0,93649
2020-08-26,"CLE","Geauga",FALSE,FALSE,3,93649
2020-08-27,"CLE","Geauga",FALSE,FALSE,7,93649
2020-08-28,"CLE","Geauga",FALSE,FALSE,3,93649
2020-08-29,"CLE","Geauga",FALSE,FALSE,3,93649
2020-08-30,"CLE","Geauga",FALSE,FALSE,0,93649
2020-08-31,"CLE","Geauga",FALSE,FALSE,8,93649
2020-09-01,"CLE","Geauga",FALSE,FALSE,7,93649
2020-09-02,"CLE","Geauga",FALSE,FALSE,4,93649
2020-09-03,"CLE","Geauga",FALSE,FALSE,7,93649
2020-09-04,"CLE","Geauga",FALSE,FALSE,8,93649
2020-09-05,"CLE","Geauga",FALSE,FALSE,18,93649
2020-09-06,"CLE","Geauga",FALSE,FALSE,0,93649
2020-09-07,"CLE","Geauga",FALSE,FALSE,5,93649
2020-09-08,"CLE","Geauga",FALSE,FALSE,0,93649
2020-09-09,"CLE","Geauga",FALSE,FALSE,4,93649
2020-09-10,"CLE","Geauga",FALSE,FALSE,4,93649
2020-09-11,"CLE","Geauga",FALSE,FALSE,3,93649
2020-09-12,"CLE","Geauga",FALSE,FALSE,6,93649
2020-09-13,"CLE","Geauga",FALSE,FALSE,9,93649
2020-09-14,"CLE","Geauga",FALSE,FALSE,0,93649
2020-09-15,"CLE","Geauga",FALSE,FALSE,4,93649
2020-09-16,"CLE","Geauga",FALSE,FALSE,5,93649
2020-09-17,"CLE","Geauga",FALSE,FALSE,1,93649
2020-09-18,"CLE","Geauga",FALSE,FALSE,4,93649
2020-09-19,"CLE","Geauga",FALSE,FALSE,0,93649
2020-09-20,"CLE","Geauga",FALSE,FALSE,2,93649
2020-09-21,"CLE","Geauga",FALSE,FALSE,2,93649
2020-09-22,"CLE","Geauga",FALSE,FALSE,0,93649
2020-09-23,"CLE","Geauga",FALSE,FALSE,4,93649
2020-09-24,"CLE","Geauga",FALSE,FALSE,4,93649
2020-09-25,"CLE","Geauga",FALSE,FALSE,0,93649
2020-09-26,"CLE","Geauga",FALSE,FALSE,7,93649
2020-09-27,"CLE","Geauga",FALSE,FALSE,3,93649
2020-09-28,"CLE","Geauga",FALSE,FALSE,3,93649
2020-09-29,"CLE","Geauga",FALSE,FALSE,7,93649
2020-09-30,"CLE","Geauga",FALSE,FALSE,2,93649
2020-10-01,"CLE","Geauga",FALSE,FALSE,4,93649
2020-10-02,"CLE","Geauga",FALSE,FALSE,7,93649
2020-10-03,"CLE","Geauga",FALSE,FALSE,3,93649
2020-10-04,"CLE","Geauga",FALSE,FALSE,1,93649
2020-10-05,"CLE","Geauga",FALSE,FALSE,0,93649
2020-10-06,"CLE","Geauga",FALSE,FALSE,2,93649
2020-10-07,"CLE","Geauga",FALSE,FALSE,1,93649
2020-10-08,"CLE","Geauga",FALSE,FALSE,2,93649
2020-10-09,"CLE","Geauga",FALSE,FALSE,0,93649
2020-10-10,"CLE","Geauga",FALSE,FALSE,3,93649
2020-10-11,"CLE","Geauga",FALSE,FALSE,9,93649
2020-10-12,"CLE","Geauga",FALSE,FALSE,3,93649
2020-10-13,"CLE","Geauga",FALSE,FALSE,3,93649
2020-10-14,"CLE","Geauga",FALSE,FALSE,8,93649
2020-10-15,"CLE","Geauga",FALSE,FALSE,9,93649
2020-10-16,"CLE","Geauga",FALSE,FALSE,14,93649
2020-10-17,"CLE","Geauga",FALSE,FALSE,7,93649
2020-10-18,"CLE","Geauga",FALSE,FALSE,8,93649
2020-10-19,"CLE","Geauga",FALSE,FALSE,6,93649
2020-10-20,"CLE","Geauga",FALSE,FALSE,11,93649
2020-10-21,"CLE","Geauga",FALSE,FALSE,8,93649
2020-10-22,"CLE","Geauga",FALSE,FALSE,15,93649
2020-10-23,"CLE","Geauga",FALSE,FALSE,10,93649
2020-10-24,"CLE","Geauga",FALSE,FALSE,10,93649
2020-10-25,"CLE","Geauga",FALSE,FALSE,11,93649
2020-10-26,"CLE","Geauga",FALSE,FALSE,8,93649
2020-10-27,"CLE","Geauga",FALSE,FALSE,15,93649
2020-10-28,"CLE","Geauga",FALSE,FALSE,12,93649
2020-10-29,"CLE","Geauga",FALSE,FALSE,18,93649
2020-10-30,"CLE","Geauga",FALSE,FALSE,23,93649
2020-10-31,"CLE","Geauga",FALSE,FALSE,14,93649
2020-11-01,"CLE","Geauga",FALSE,FALSE,11,93649
2020-11-02,"CLE","Geauga",FALSE,FALSE,10,93649
2020-11-03,"CLE","Geauga",FALSE,FALSE,22,93649
2020-11-04,"CLE","Geauga",FALSE,FALSE,21,93649
2020-11-05,"CLE","Geauga",FALSE,FALSE,24,93649
2020-11-06,"CLE","Geauga",FALSE,FALSE,33,93649
2020-11-07,"CLE","Geauga",FALSE,FALSE,30,93649
2020-11-08,"CLE","Geauga",FALSE,FALSE,23,93649
2020-11-09,"CLE","Geauga",FALSE,FALSE,49,93649
2020-11-10,"CLE","Geauga",FALSE,FALSE,34,93649
2020-11-11,"CLE","Geauga",FALSE,FALSE,57,93649
2020-11-12,"CLE","Geauga",FALSE,FALSE,58,93649
2020-11-13,"CLE","Geauga",FALSE,FALSE,59,93649
2020-11-14,"CLE","Geauga",FALSE,FALSE,43,93649
2020-11-15,"CLE","Geauga",FALSE,FALSE,43,93649
2020-11-16,"CLE","Geauga",FALSE,FALSE,67,93649
2020-11-17,"CLE","Geauga",FALSE,FALSE,49,93649
2020-11-18,"CLE","Geauga",FALSE,FALSE,33,93649
2020-11-19,"CLE","Geauga",FALSE,FALSE,61,93649
2020-11-20,"CLE","Geauga",FALSE,FALSE,69,93649
2020-11-21,"CLE","Geauga",FALSE,FALSE,38,93649
2020-11-22,"CLE","Geauga",FALSE,FALSE,80,93649
2020-11-23,"CLE","Geauga",FALSE,FALSE,79,93649
2020-11-24,"CLE","Geauga",FALSE,FALSE,60,93649
2020-11-25,"CLE","Geauga",FALSE,FALSE,85,93649
2020-11-26,"CLE","Geauga",FALSE,FALSE,0,93649
2020-11-27,"CLE","Geauga",FALSE,FALSE,152,93649
2020-11-28,"CLE","Geauga",FALSE,FALSE,48,93649
2020-11-29,"CLE","Geauga",FALSE,FALSE,67,93649
2020-11-30,"CLE","Geauga",FALSE,FALSE,45,93649
2020-12-01,"CLE","Geauga",FALSE,FALSE,81,93649
2020-12-02,"CLE","Geauga",FALSE,FALSE,45,93649
2020-12-03,"CLE","Geauga",FALSE,FALSE,16,93649
2020-12-04,"CLE","Geauga",FALSE,FALSE,59,93649
2020-12-05,"CLE","Geauga",FALSE,FALSE,47,93649
2020-12-06,"CLE","Geauga",FALSE,FALSE,49,93649
2020-12-07,"CLE","Geauga",FALSE,FALSE,76,93649
2020-12-08,"CLE","Geauga",FALSE,FALSE,163,93649
2020-12-09,"CLE","Geauga",FALSE,FALSE,83,93649
2020-12-10,"CLE","Geauga",FALSE,FALSE,41,93649
2020-12-11,"CLE","Geauga",FALSE,FALSE,62,93649
2020-12-12,"CLE","Geauga",FALSE,FALSE,71,93649
2020-12-13,"CLE","Geauga",FALSE,FALSE,52,93649
2020-12-14,"CLE","Geauga",FALSE,FALSE,50,93649
2020-12-15,"CLE","Geauga",FALSE,FALSE,47,93649
2020-12-16,"CLE","Geauga",FALSE,FALSE,17,93649
2020-12-17,"CLE","Geauga",FALSE,FALSE,57,93649
2020-12-18,"CLE","Geauga",FALSE,FALSE,48,93649
2020-12-19,"CLE","Geauga",FALSE,FALSE,45,93649
2020-12-20,"CLE","Geauga",FALSE,FALSE,60,93649
2020-12-21,"CLE","Geauga",FALSE,FALSE,26,93649
2020-12-22,"CLE","Geauga",FALSE,FALSE,41,93649
2020-12-23,"CLE","Geauga",FALSE,FALSE,38,93649
2020-12-24,"CLE","Geauga",FALSE,FALSE,56,93649
2020-12-25,"CLE","Geauga",FALSE,FALSE,0,93649
2020-12-26,"CLE","Geauga",FALSE,FALSE,59,93649
2020-12-27,"CLE","Geauga",FALSE,FALSE,37,93649
2020-12-28,"CLE","Geauga",FALSE,FALSE,26,93649
2020-12-29,"CLE","Geauga",FALSE,FALSE,46,93649
2020-12-30,"CLE","Geauga",FALSE,FALSE,36,93649
2020-12-31,"CLE","Geauga",FALSE,FALSE,58,93649
2021-01-01,"CLE","Geauga",FALSE,FALSE,0,93649
2021-01-02,"CLE","Geauga",FALSE,FALSE,91,93649
2021-01-03,"CLE","Geauga",FALSE,FALSE,43,93649
2021-01-04,"CLE","Geauga",FALSE,FALSE,46,93649
2021-01-05,"CLE","Geauga",FALSE,FALSE,40,93649
2021-01-06,"CLE","Geauga",FALSE,FALSE,49,93649
2021-01-07,"CLE","Geauga",FALSE,FALSE,65,93649
2021-01-08,"CLE","Geauga",FALSE,FALSE,67,93649
2021-01-09,"CLE","Geauga",FALSE,FALSE,42,93649
2021-01-10,"CLE","Geauga",FALSE,FALSE,57,93649
2021-01-11,"CLE","Geauga",FALSE,FALSE,37,93649
2021-01-12,"CLE","Geauga",FALSE,FALSE,50,93649
2021-01-13,"CLE","Geauga",FALSE,FALSE,59,93649
2021-01-14,"CLE","Geauga",FALSE,FALSE,31,93649
2021-01-15,"CLE","Geauga",FALSE,FALSE,49,93649
2021-01-16,"CLE","Geauga",FALSE,FALSE,34,93649
2021-01-17,"CLE","Geauga",FALSE,FALSE,53,93649
2021-01-18,"CLE","Geauga",FALSE,FALSE,42,93649
2021-01-19,"CLE","Geauga",FALSE,FALSE,40,93649
2021-01-20,"CLE","Geauga",FALSE,FALSE,54,93649
2021-01-21,"CLE","Geauga",FALSE,FALSE,40,93649
2021-01-22,"CLE","Geauga",FALSE,FALSE,27,93649
2021-01-23,"CLE","Geauga",FALSE,FALSE,46,93649
2021-01-24,"CLE","Geauga",FALSE,FALSE,51,93649
2021-01-25,"CLE","Geauga",FALSE,FALSE,24,93649
2021-01-26,"CLE","Geauga",FALSE,FALSE,30,93649
2021-01-27,"CLE","Geauga",FALSE,FALSE,53,93649
2021-01-28,"CLE","Geauga",FALSE,FALSE,66,93649
2021-01-29,"CLE","Geauga",FALSE,FALSE,47,93649
2021-01-30,"CLE","Geauga",FALSE,FALSE,44,93649
2021-01-31,"CLE","Geauga",FALSE,FALSE,29,93649
2021-02-01,"CLE","Geauga",FALSE,FALSE,28,93649
2021-02-02,"CLE","Geauga",FALSE,FALSE,35,93649
2020-03-17,"CLE","Lake",FALSE,FALSE,1,230149
2020-03-18,"CLE","Lake",FALSE,FALSE,1,230149
2020-03-19,"CLE","Lake",FALSE,FALSE,0,230149
2020-03-20,"CLE","Lake",FALSE,FALSE,1,230149
2020-03-21,"CLE","Lake",FALSE,FALSE,1,230149
2020-03-22,"CLE","Lake",FALSE,FALSE,2,230149
2020-03-23,"CLE","Lake",FALSE,FALSE,2,230149
2020-03-24,"CLE","Lake",FALSE,FALSE,3,230149
2020-03-25,"CLE","Lake",FALSE,FALSE,3,230149
2020-03-26,"CLE","Lake",FALSE,FALSE,5,230149
2020-03-27,"CLE","Lake",FALSE,FALSE,8,230149
2020-03-28,"CLE","Lake",FALSE,FALSE,3,230149
2020-03-29,"CLE","Lake",FALSE,FALSE,5,230149
2020-03-30,"CLE","Lake",FALSE,FALSE,8,230149
