"observationDay","team","testedToday"
"2020-09-14","CHI",TRUE
"2020-09-15","CHI",TRUE
"2020-09-16","CHI",TRUE
"2020-09-17","CHI",TRUE
"2020-09-18","CHI",TRUE
"2020-09-19","CHI",TRUE
"2020-09-20","CHI",FALSE
"2020-09-21","CHI",TRUE
"2020-09-22","CHI",TRUE
"2020-09-23","CHI",TRUE
"2020-09-24","CHI",TRUE
"2020-09-25","CHI",TRUE
"2020-09-26","CHI",TRUE
"2020-09-27","CHI",FALSE
"2020-09-28","CHI",TRUE
"2020-09-29","CHI",TRUE
"2020-09-30","CHI",TRUE
"2020-10-01","CHI",TRUE
"2020-10-02","CHI",TRUE
"2020-10-03","CHI",TRUE
"2020-10-04","CHI",FALSE
"2020-10-05","CHI",TRUE
"2020-10-06","CHI",TRUE
"2020-10-07","CHI",TRUE
"2020-10-08","CHI",FALSE
"2020-10-09","CHI",TRUE
"2020-10-10","CHI",TRUE
"2020-10-11","CHI",TRUE
"2020-10-12","CHI",TRUE
"2020-10-13","CHI",TRUE
"2020-10-14","CHI",TRUE
"2020-10-15","CHI",TRUE
"2020-10-16","CHI",TRUE
"2020-10-17","CHI",TRUE
"2020-10-18","CHI",TRUE
"2020-10-19","CHI",TRUE
"2020-10-20","CHI",TRUE
"2020-10-21","CHI",TRUE
"2020-10-22","CHI",TRUE
"2020-10-23","CHI",TRUE
"2020-10-24","CHI",TRUE
"2020-10-25","CHI",TRUE
"2020-10-26","CHI",TRUE
"2020-10-27","CHI",TRUE
"2020-10-28","CHI",TRUE
"2020-10-29","CHI",TRUE
"2020-10-30","CHI",TRUE
"2020-10-31","CHI",TRUE
"2020-11-01","CHI",TRUE
"2020-11-02","CHI",TRUE
"2020-11-03","CHI",TRUE
"2020-11-04","CHI",TRUE
"2020-11-05","CHI",TRUE
"2020-11-06","CHI",TRUE
"2020-11-07","CHI",TRUE
"2020-11-08","CHI",TRUE
"2020-11-09","CHI",TRUE
"2020-11-10","CHI",TRUE
"2020-11-11","CHI",TRUE
"2020-11-12","CHI",TRUE
"2020-11-13","CHI",TRUE
"2020-11-14","CHI",TRUE
"2020-11-15","CHI",TRUE
"2020-11-16","CHI",TRUE
"2020-11-17","CHI",TRUE
"2020-11-18","CHI",TRUE
"2020-11-19","CHI",TRUE
"2020-11-20","CHI",TRUE
"2020-11-21","CHI",TRUE
"2020-11-22","CHI",TRUE
"2020-11-23","CHI",TRUE
"2020-11-24","CHI",TRUE
"2020-11-25","CHI",TRUE
"2020-11-26","CHI",TRUE
"2020-11-27","CHI",TRUE
"2020-11-28","CHI",TRUE
"2020-11-29","CHI",TRUE
"2020-11-30","CHI",TRUE
"2020-12-01","CHI",TRUE
"2020-12-02","CHI",TRUE
"2020-12-03","CHI",TRUE
"2020-12-04","CHI",TRUE
"2020-12-05","CHI",TRUE
"2020-12-06","CHI",TRUE
"2020-12-07","CHI",TRUE
"2020-12-08","CHI",TRUE
"2020-12-09","CHI",TRUE
"2020-12-10","CHI",TRUE
"2020-12-11","CHI",TRUE
"2020-12-12","CHI",TRUE
"2020-12-13","CHI",TRUE
"2020-12-14","CHI",TRUE
"2020-12-15","CHI",TRUE
"2020-12-16","CHI",TRUE
"2020-12-17","CHI",TRUE
"2020-12-18","CHI",TRUE
"2020-12-19","CHI",TRUE
"2020-12-20","CHI",TRUE
"2020-12-21","CHI",TRUE
"2020-12-22","CHI",TRUE
"2020-12-23","CHI",TRUE
"2020-12-24","CHI",TRUE
"2020-12-25","CHI",TRUE
"2020-12-26","CHI",TRUE
"2020-12-27","CHI",TRUE
"2020-12-28","CHI",TRUE
"2020-12-29","CHI",TRUE
"2020-12-30","CHI",TRUE
"2020-12-31","CHI",TRUE
"2021-01-01","CHI",TRUE
"2021-01-02","CHI",TRUE
"2020-08-01","CIN",TRUE
"2020-08-02","CIN",TRUE
"2020-08-03","CIN",TRUE
"2020-08-04","CIN",TRUE
"2020-08-05","CIN",TRUE
"2020-08-06","CIN",TRUE
"2020-08-07","CIN",TRUE
"2020-08-08","CIN",TRUE
"2020-08-09","CIN",TRUE
"2020-08-10","CIN",TRUE
"2020-08-11","CIN",TRUE
"2020-08-12","CIN",TRUE
"2020-08-13","CIN",TRUE
"2020-08-14","CIN",TRUE
"2020-08-15","CIN",TRUE
"2020-08-16","CIN",TRUE
"2020-08-17","CIN",TRUE
"2020-08-18","CIN",TRUE
"2020-08-19","CIN",TRUE
"2020-08-20","CIN",TRUE
"2020-08-21","CIN",TRUE
"2020-08-22","CIN",TRUE
"2020-08-23","CIN",TRUE
"2020-08-24","CIN",TRUE
"2020-08-25","CIN",TRUE
"2020-08-26","CIN",TRUE
"2020-08-27","CIN",TRUE
"2020-08-28","CIN",TRUE
"2020-08-29","CIN",TRUE
"2020-08-30","CIN",TRUE
"2020-08-31","CIN",TRUE
"2020-09-01","CIN",TRUE
"2020-09-02","CIN",TRUE
"2020-09-03","CIN",TRUE
"2020-09-04","CIN",TRUE
"2020-09-05","CIN",TRUE
"2020-09-06","CIN",TRUE
"2020-09-07","CIN",TRUE
"2020-09-08","CIN",TRUE
"2020-09-09","CIN",TRUE
"2020-09-10","CIN",TRUE
"2020-09-11","CIN",TRUE
"2020-09-12","CIN",TRUE
"2020-09-13","CIN",FALSE
"2020-09-14","CIN",TRUE
"2020-09-15","CIN",TRUE
"2020-09-16","CIN",TRUE
"2020-09-17","CIN",FALSE
"2020-09-18","CIN",TRUE
"2020-09-19","CIN",TRUE
"2020-09-20","CIN",TRUE
"2020-09-21","CIN",TRUE
"2020-09-22","CIN",TRUE
"2020-09-23","CIN",TRUE
"2020-09-24","CIN",TRUE
"2020-09-25","CIN",TRUE
"2020-09-26","CIN",TRUE
"2020-09-27","CIN",FALSE
"2020-09-28","CIN",TRUE
"2020-09-29","CIN",TRUE
"2020-09-30","CIN",TRUE
"2020-10-01","CIN",TRUE
"2020-10-02","CIN",TRUE
"2020-10-03","CIN",TRUE
"2020-10-04","CIN",FALSE
"2020-10-05","CIN",TRUE
"2020-10-06","CIN",TRUE
"2020-10-07","CIN",TRUE
"2020-10-08","CIN",TRUE
"2020-10-09","CIN",TRUE
"2020-10-10","CIN",TRUE
"2020-10-11","CIN",FALSE
"2020-10-12","CIN",TRUE
"2020-10-13","CIN",TRUE
"2020-10-14","CIN",TRUE
"2020-10-15","CIN",TRUE
"2020-10-16","CIN",TRUE
"2020-10-17","CIN",TRUE
"2020-10-18","CIN",TRUE
"2020-10-19","CIN",TRUE
"2020-10-20","CIN",TRUE
"2020-10-21","CIN",TRUE
"2020-10-22","CIN",TRUE
"2020-10-23","CIN",TRUE
"2020-10-24","CIN",TRUE
"2020-10-25","CIN",TRUE
"2020-10-26","CIN",TRUE
"2020-10-27","CIN",TRUE
"2020-10-28","CIN",TRUE
"2020-10-29","CIN",TRUE
"2020-10-30","CIN",TRUE
"2020-10-31","CIN",TRUE
"2020-11-01","CIN",TRUE
"2020-11-02","CIN",TRUE
"2020-11-03","CIN",TRUE
"2020-11-04","CIN",TRUE
"2020-11-05","CIN",TRUE
"2020-11-06","CIN",TRUE
"2020-11-07","CIN",TRUE
"2020-11-08","CIN",TRUE
"2020-11-09","CIN",TRUE
"2020-11-10","CIN",TRUE
"2020-11-11","CIN",TRUE
"2020-11-12","CIN",TRUE
"2020-11-13","CIN",TRUE
"2020-11-14","CIN",TRUE
"2020-11-15","CIN",TRUE
"2020-11-16","CIN",TRUE
"2020-11-17","CIN",TRUE
"2020-11-18","CIN",TRUE
"2020-11-19","CIN",TRUE
"2020-11-20","CIN",TRUE
"2020-11-21","CIN",TRUE
"2020-11-22","CIN",TRUE
"2020-11-23","CIN",TRUE
"2020-11-24","CIN",TRUE
"2020-11-25","CIN",TRUE
"2020-11-26","CIN",TRUE
"2020-11-27","CIN",TRUE
"2020-11-28","CIN",TRUE
"2020-11-29","CIN",TRUE
"2020-11-30","CIN",TRUE
"2020-12-01","CIN",TRUE
"2020-12-02","CIN",TRUE
"2020-12-03","CIN",TRUE
"2020-12-04","CIN",TRUE
"2020-12-05","CIN",TRUE
"2020-12-06","CIN",TRUE
"2020-12-07","CIN",TRUE
"2020-12-08","CIN",TRUE
"2020-12-09","CIN",TRUE
"2020-12-10","CIN",TRUE
"2020-12-11","CIN",TRUE
"2020-12-12","CIN",TRUE
"2020-12-13","CIN",TRUE
"2020-12-14","CIN",TRUE
"2020-12-15","CIN",TRUE
"2020-12-16","CIN",TRUE
"2020-12-17","CIN",TRUE
"2020-12-18","CIN",TRUE
"2020-12-19","CIN",TRUE
"2020-12-20","CIN",TRUE
"2020-12-21","CIN",TRUE
"2020-12-22","CIN",TRUE
"2020-12-23","CIN",TRUE
"2020-12-24","CIN",TRUE
"2020-12-25","CIN",TRUE
"2020-12-26","CIN",TRUE
"2020-12-27","CIN",TRUE
"2020-12-28","CIN",TRUE
"2020-12-29","CIN",TRUE
"2020-12-30","CIN",TRUE
"2020-12-31","CIN",TRUE
"2021-01-01","CIN",TRUE
"2021-01-02","CIN",TRUE
"2020-08-01","CLE",TRUE
"2020-08-02","CLE",TRUE
"2020-08-03","CLE",TRUE
"2020-08-04","CLE",TRUE
"2020-08-05","CLE",TRUE
"2020-08-06","CLE",TRUE
"2020-08-07","CLE",TRUE
"2020-08-08","CLE",TRUE
"2020-08-09","CLE",TRUE
"2020-08-10","CLE",TRUE
"2020-08-11","CLE",TRUE
"2020-08-12","CLE",TRUE
"2020-08-13","CLE",TRUE
"2020-08-14","CLE",TRUE
"2020-08-15","CLE",TRUE
"2020-08-16","CLE",TRUE
"2020-08-17","CLE",TRUE
"2020-08-18","CLE",TRUE
"2020-08-19","CLE",TRUE
"2020-08-20","CLE",TRUE
"2020-08-21","CLE",TRUE
"2020-08-22","CLE",TRUE
"2020-08-23","CLE",TRUE
"2020-08-24","CLE",TRUE
"2020-08-25","CLE",TRUE
"2020-08-26","CLE",TRUE
"2020-08-27","CLE",TRUE
"2020-08-28","CLE",TRUE
"2020-08-29","CLE",TRUE
"2020-08-30","CLE",TRUE
"2020-08-31","CLE",TRUE
"2020-09-01","CLE",TRUE
"2020-09-02","CLE",TRUE
"2020-09-03","CLE",TRUE
"2020-09-04","CLE",TRUE
"2020-09-05","CLE",TRUE
"2020-09-06","CLE",TRUE
"2020-09-07","CLE",TRUE
"2020-09-08","CLE",TRUE
"2020-09-09","CLE",TRUE
"2020-09-10","CLE",TRUE
"2020-09-11","CLE",TRUE
"2020-09-12","CLE",TRUE
"2020-09-13","CLE",FALSE
"2020-09-14","CLE",TRUE
"2020-09-15","CLE",TRUE
"2020-09-16","CLE",TRUE
"2020-09-17","CLE",FALSE
"2020-09-18","CLE",TRUE
"2020-09-19","CLE",TRUE
"2020-09-20","CLE",TRUE
"2020-09-21","CLE",TRUE
"2020-09-22","CLE",TRUE
"2020-09-23","CLE",TRUE
"2020-09-24","CLE",TRUE
"2020-09-25","CLE",TRUE
"2020-09-26","CLE",TRUE
"2020-09-27","CLE",FALSE
"2020-09-28","CLE",TRUE
"2020-09-29","CLE",TRUE
"2020-09-30","CLE",TRUE
"2020-10-01","CLE",TRUE
"2020-10-02","CLE",TRUE
"2020-10-03","CLE",TRUE
"2020-10-04","CLE",FALSE
"2020-10-05","CLE",TRUE
"2020-10-06","CLE",TRUE
"2020-10-07","CLE",TRUE
"2020-10-08","CLE",TRUE
"2020-10-09","CLE",TRUE
"2020-10-10","CLE",TRUE
"2020-10-11","CLE",FALSE
"2020-10-12","CLE",TRUE
"2020-10-13","CLE",TRUE
"2020-10-14","CLE",TRUE
"2020-10-15","CLE",TRUE
"2020-10-16","CLE",TRUE
"2020-10-17","CLE",TRUE
"2020-10-18","CLE",TRUE
"2020-10-19","CLE",TRUE
"2020-10-20","CLE",TRUE
"2020-10-21","CLE",TRUE
"2020-10-22","CLE",TRUE
"2020-10-23","CLE",TRUE
"2020-10-24","CLE",TRUE
"2020-10-25","CLE",TRUE
"2020-10-26","CLE",TRUE
"2020-10-27","CLE",TRUE
"2020-10-28","CLE",TRUE
"2020-10-29","CLE",TRUE
"2020-10-30","CLE",TRUE
"2020-10-31","CLE",TRUE
"2020-11-01","CLE",TRUE
"2020-11-02","CLE",TRUE
"2020-11-03","CLE",TRUE
"2020-11-04","CLE",TRUE
"2020-11-05","CLE",TRUE
"2020-11-06","CLE",TRUE
"2020-11-07","CLE",TRUE
"2020-11-08","CLE",TRUE
"2020-11-09","CLE",TRUE
"2020-11-10","CLE",TRUE
"2020-11-11","CLE",TRUE
"2020-11-12","CLE",TRUE
"2020-11-13","CLE",TRUE
"2020-11-14","CLE",TRUE
"2020-11-15","CLE",TRUE
"2020-11-16","CLE",TRUE
"2020-11-17","CLE",TRUE
"2020-11-18","CLE",TRUE
"2020-11-19","CLE",TRUE
"2020-11-20","CLE",TRUE
"2020-11-21","CLE",TRUE
"2020-11-22","CLE",TRUE
"2020-11-23","CLE",TRUE
"2020-11-24","CLE",TRUE
"2020-11-25","CLE",TRUE
"2020-11-26","CLE",TRUE
"2020-11-27","CLE",TRUE
"2020-11-28","CLE",TRUE
"2020-11-29","CLE",TRUE
"2020-11-30","CLE",TRUE
"2020-12-01","CLE",TRUE
"2020-12-02","CLE",TRUE
"2020-12-03","CLE",TRUE
"2020-12-04","CLE",TRUE
"2020-12-05","CLE",TRUE
"2020-12-06","CLE",TRUE
"2020-12-07","CLE",TRUE
"2020-12-08","CLE",TRUE
"2020-12-09","CLE",TRUE
"2020-12-10","CLE",TRUE
"2020-12-11","CLE",TRUE
"2020-12-12","CLE",TRUE
"2020-12-13","CLE",TRUE
"2020-12-14","CLE",TRUE
"2020-12-15","CLE",TRUE
"2020-12-16","CLE",TRUE
"2020-12-17","CLE",TRUE
"2020-12-18","CLE",TRUE
"2020-12-19","CLE",TRUE
"2020-12-20","CLE",TRUE
"2020-12-21","CLE",TRUE
"2020-12-22","CLE",TRUE
"2020-12-23","CLE",TRUE
"2020-12-24","CLE",TRUE
"2020-12-25","CLE",TRUE
"2020-12-26","CLE",TRUE
"2020-12-27","CLE",TRUE
"2020-12-28","CLE",TRUE
"2020-12-29","CLE",TRUE
"2020-12-30","CLE",TRUE
"2020-12-31","CLE",TRUE
"2021-01-01","CLE",TRUE
"2021-01-02","CLE",TRUE
"2020-08-01","DAL",TRUE
"2020-08-02","DAL",TRUE
"2020-08-03","DAL",TRUE
"2020-08-04","DAL",TRUE
"2020-08-05","DAL",TRUE
"2020-08-06","DAL",TRUE
"2020-08-07","DAL",TRUE
"2020-08-08","DAL",TRUE
"2020-08-09","DAL",TRUE
"2020-08-10","DAL",TRUE
"2020-08-11","DAL",TRUE
"2020-08-12","DAL",TRUE
"2020-08-13","DAL",TRUE
"2020-08-14","DAL",TRUE
"2020-08-15","DAL",TRUE
"2020-08-16","DAL",TRUE
"2020-08-17","DAL",TRUE
"2020-08-18","DAL",TRUE
"2020-08-19","DAL",TRUE
"2020-08-20","DAL",TRUE
"2020-08-21","DAL",TRUE
"2020-08-22","DAL",TRUE
"2020-08-23","DAL",TRUE
"2020-08-24","DAL",TRUE
"2020-08-25","DAL",TRUE
"2020-08-26","DAL",TRUE
"2020-08-27","DAL",TRUE
"2020-08-28","DAL",TRUE
"2020-08-29","DAL",TRUE
"2020-08-30","DAL",TRUE
"2020-08-31","DAL",TRUE
"2020-09-01","DAL",TRUE
"2020-09-02","DAL",TRUE
"2020-09-03","DAL",TRUE
"2020-09-04","DAL",TRUE
"2020-09-05","DAL",TRUE
"2020-09-06","DAL",TRUE
"2020-09-07","DAL",TRUE
"2020-09-08","DAL",TRUE
"2020-09-09","DAL",TRUE
"2020-09-10","DAL",TRUE
"2020-09-11","DAL",TRUE
"2020-09-12","DAL",TRUE
"2020-09-13","DAL",FALSE
"2020-09-14","DAL",TRUE
"2020-09-15","DAL",TRUE
"2020-09-16","DAL",TRUE
"2020-09-17","DAL",TRUE
"2020-09-18","DAL",TRUE
"2020-09-19","DAL",TRUE
"2020-09-20","DAL",FALSE
"2020-09-21","DAL",TRUE
"2020-09-22","DAL",TRUE
"2020-09-23","DAL",TRUE
"2020-09-24","DAL",TRUE
"2020-09-25","DAL",TRUE
"2020-09-26","DAL",TRUE
"2020-09-27","DAL",FALSE
"2020-09-28","DAL",TRUE
"2020-09-29","DAL",TRUE
"2020-09-30","DAL",TRUE
"2020-10-01","DAL",TRUE
"2020-10-02","DAL",TRUE
"2020-10-03","DAL",TRUE
"2020-10-04","DAL",FALSE
"2020-10-05","DAL",TRUE
"2020-10-06","DAL",TRUE
"2020-10-07","DAL",TRUE
"2020-10-08","DAL",TRUE
"2020-10-09","DAL",TRUE
"2020-10-10","DAL",TRUE
"2020-10-11","DAL",FALSE
"2020-10-12","DAL",TRUE
"2020-10-13","DAL",TRUE
"2020-10-14","DAL",TRUE
"2020-10-15","DAL",TRUE
"2020-10-16","DAL",TRUE
"2020-10-17","DAL",TRUE
"2020-10-18","DAL",TRUE
"2020-10-19","DAL",TRUE
"2020-10-20","DAL",TRUE
"2020-10-21","DAL",TRUE
"2020-10-22","DAL",TRUE
"2020-10-23","DAL",TRUE
"2020-10-24","DAL",TRUE
"2020-10-25","DAL",TRUE
"2020-10-26","DAL",TRUE
"2020-10-27","DAL",TRUE
"2020-10-28","DAL",TRUE
"2020-10-29","DAL",TRUE
"2020-10-30","DAL",TRUE
"2020-10-31","DAL",TRUE
"2020-11-01","DAL",TRUE
"2020-11-02","DAL",TRUE
"2020-11-03","DAL",TRUE
"2020-11-04","DAL",TRUE
"2020-11-05","DAL",TRUE
"2020-11-06","DAL",TRUE
"2020-11-07","DAL",TRUE
"2020-11-08","DAL",TRUE
"2020-11-09","DAL",TRUE
"2020-11-10","DAL",TRUE
"2020-11-11","DAL",TRUE
"2020-11-12","DAL",TRUE
"2020-11-13","DAL",TRUE
"2020-11-14","DAL",TRUE
"2020-11-15","DAL",TRUE
"2020-11-16","DAL",TRUE
"2020-11-17","DAL",TRUE
"2020-11-18","DAL",TRUE
"2020-11-19","DAL",TRUE
"2020-11-20","DAL",TRUE
"2020-11-21","DAL",TRUE
"2020-11-22","DAL",TRUE
"2020-11-23","DAL",TRUE
"2020-11-24","DAL",TRUE
"2020-11-25","DAL",TRUE
"2020-11-26","DAL",TRUE
"2020-11-27","DAL",TRUE
"2020-11-28","DAL",TRUE
"2020-11-29","DAL",TRUE
"2020-11-30","DAL",TRUE
"2020-12-01","DAL",TRUE
"2020-12-02","DAL",TRUE
"2020-12-03","DAL",TRUE
"2020-12-04","DAL",TRUE
"2020-12-05","DAL",TRUE
"2020-12-06","DAL",TRUE
"2020-12-07","DAL",TRUE
"2020-12-08","DAL",TRUE
"2020-12-09","DAL",TRUE
"2020-12-10","DAL",TRUE
"2020-12-11","DAL",TRUE
"2020-12-12","DAL",TRUE
"2020-12-13","DAL",TRUE
"2020-12-14","DAL",TRUE
"2020-12-15","DAL",TRUE
"2020-12-16","DAL",TRUE
"2020-12-17","DAL",TRUE
"2020-12-18","DAL",TRUE
"2020-12-19","DAL",TRUE
"2020-12-20","DAL",TRUE
"2020-12-21","DAL",TRUE
"2020-12-22","DAL",TRUE
"2020-12-23","DAL",TRUE
"2020-12-24","DAL",TRUE
"2020-12-25","DAL",TRUE
"2020-12-26","DAL",TRUE
"2020-12-27","DAL",TRUE
"2020-12-28","DAL",TRUE
"2020-12-29","DAL",TRUE
"2020-12-30","DAL",TRUE
"2020-12-31","DAL",TRUE
"2021-01-01","DAL",TRUE
"2021-01-02","DAL",TRUE
"2020-08-01","DEN",TRUE
"2020-08-02","DEN",TRUE
"2020-08-03","DEN",TRUE
"2020-08-04","DEN",TRUE
"2020-08-05","DEN",TRUE
"2020-08-06","DEN",TRUE
"2020-08-07","DEN",TRUE
"2020-08-08","DEN",TRUE
"2020-08-09","DEN",TRUE
"2020-08-10","DEN",TRUE
"2020-08-11","DEN",TRUE
"2020-08-12","DEN",TRUE
"2020-08-13","DEN",TRUE
"2020-08-14","DEN",TRUE
"2020-08-15","DEN",TRUE
"2020-08-16","DEN",TRUE
"2020-08-17","DEN",TRUE
"2020-08-18","DEN",TRUE
"2020-08-19","DEN",TRUE
"2020-08-20","DEN",TRUE
"2020-08-21","DEN",TRUE
"2020-08-22","DEN",TRUE
"2020-08-23","DEN",TRUE
"2020-08-24","DEN",TRUE
"2020-08-25","DEN",TRUE
"2020-08-26","DEN",TRUE
"2020-08-27","DEN",TRUE
"2020-08-28","DEN",TRUE
"2020-08-29","DEN",TRUE
"2020-08-30","DEN",TRUE
"2020-08-31","DEN",TRUE
"2020-09-01","DEN",TRUE
"2020-09-02","DEN",TRUE
"2020-09-03","DEN",TRUE
"2020-09-04","DEN",TRUE
"2020-09-05","DEN",TRUE
"2020-09-06","DEN",TRUE
"2020-09-07","DEN",TRUE
"2020-09-08","DEN",TRUE
"2020-09-09","DEN",TRUE
"2020-09-10","DEN",TRUE
"2020-09-11","DEN",TRUE
"2020-09-12","DEN",TRUE
"2020-09-13","DEN",TRUE
"2020-09-14","DEN",FALSE
"2020-09-15","DEN",TRUE
"2020-09-16","DEN",TRUE
"2020-09-17","DEN",TRUE
"2020-09-18","DEN",TRUE
"2020-09-19","DEN",TRUE
"2020-09-20","DEN",FALSE
"2020-09-21","DEN",TRUE
"2020-09-22","DEN",TRUE
"2020-09-23","DEN",TRUE
"2020-09-24","DEN",TRUE
"2020-09-25","DEN",TRUE
"2020-09-26","DEN",TRUE
"2020-09-27","DEN",FALSE
"2020-09-28","DEN",TRUE
"2020-09-29","DEN",TRUE
"2020-09-30","DEN",TRUE
"2020-10-01","DEN",FALSE
"2020-10-02","DEN",TRUE
"2020-10-03","DEN",TRUE
"2020-10-04","DEN",TRUE
"2020-10-05","DEN",TRUE
"2020-10-06","DEN",TRUE
"2020-10-07","DEN",TRUE
"2020-10-08","DEN",TRUE
"2020-10-09","DEN",TRUE
"2020-10-10","DEN",TRUE
"2020-10-11","DEN",TRUE
"2020-10-12","DEN",TRUE
"2020-10-13","DEN",TRUE
"2020-10-14","DEN",TRUE
"2020-10-15","DEN",TRUE
"2020-10-16","DEN",TRUE
"2020-10-17","DEN",TRUE
"2020-10-18","DEN",TRUE
"2020-10-19","DEN",TRUE
"2020-10-20","DEN",TRUE
"2020-10-21","DEN",TRUE
"2020-10-22","DEN",TRUE
"2020-10-23","DEN",TRUE
"2020-10-24","DEN",TRUE
"2020-10-25","DEN",TRUE
"2020-10-26","DEN",TRUE
"2020-10-27","DEN",TRUE
"2020-10-28","DEN",TRUE
"2020-10-29","DEN",TRUE
"2020-10-30","DEN",TRUE
"2020-10-31","DEN",TRUE
"2020-11-01","DEN",TRUE
"2020-11-02","DEN",TRUE
"2020-11-03","DEN",TRUE
"2020-11-04","DEN",TRUE
"2020-11-05","DEN",TRUE
"2020-11-06","DEN",TRUE
"2020-11-07","DEN",TRUE
"2020-11-08","DEN",TRUE
"2020-11-09","DEN",TRUE
"2020-11-10","DEN",TRUE
"2020-11-11","DEN",TRUE
"2020-11-12","DEN",TRUE
"2020-11-13","DEN",TRUE
"2020-11-14","DEN",TRUE
"2020-11-15","DEN",TRUE
"2020-11-16","DEN",TRUE
"2020-11-17","DEN",TRUE
"2020-11-18","DEN",TRUE
"2020-11-19","DEN",TRUE
"2020-11-20","DEN",TRUE
"2020-11-21","DEN",TRUE
"2020-11-22","DEN",TRUE
"2020-11-23","DEN",TRUE
"2020-11-24","DEN",TRUE
"2020-11-25","DEN",TRUE
"2020-11-26","DEN",TRUE
"2020-11-27","DEN",TRUE
"2020-11-28","DEN",TRUE
"2020-11-29","DEN",TRUE
"2020-11-30","DEN",TRUE
"2020-12-01","DEN",TRUE
"2020-12-02","DEN",TRUE
"2020-12-03","DEN",TRUE
"2020-12-04","DEN",TRUE
"2020-12-05","DEN",TRUE
"2020-12-06","DEN",TRUE
"2020-12-07","DEN",TRUE
"2020-12-08","DEN",TRUE
"2020-12-09","DEN",TRUE
"2020-12-10","DEN",TRUE
"2020-12-11","DEN",TRUE
"2020-12-12","DEN",TRUE
"2020-12-13","DEN",TRUE
"2020-12-14","DEN",TRUE
"2020-12-15","DEN",TRUE
"2020-12-16","DEN",TRUE
"2020-12-17","DEN",TRUE
"2020-12-18","DEN",TRUE
"2020-12-19","DEN",TRUE
"2020-12-20","DEN",TRUE
"2020-12-21","DEN",TRUE
"2020-12-22","DEN",TRUE
"2020-12-23","DEN",TRUE
"2020-12-24","DEN",TRUE
"2020-12-25","DEN",TRUE
"2020-12-26","DEN",TRUE
"2020-12-27","DEN",TRUE
"2020-12-28","DEN",TRUE
"2020-12-29","DEN",TRUE
"2020-12-30","DEN",TRUE
"2020-12-31","DEN",TRUE
"2021-01-01","DEN",TRUE
"2021-01-02","DEN",TRUE
"2020-08-01","DET",TRUE
"2020-08-02","DET",TRUE
"2020-08-03","DET",TRUE
"2020-08-04","DET",TRUE
"2020-08-05","DET",TRUE
"2020-08-06","DET",TRUE
"2020-08-07","DET",TRUE
"2020-08-08","DET",TRUE
"2020-08-09","DET",TRUE
"2020-08-10","DET",TRUE
"2020-08-11","DET",TRUE
"2020-08-12","DET",TRUE
"2020-08-13","DET",TRUE
"2020-08-14","DET",TRUE
"2020-08-15","DET",TRUE
"2020-08-16","DET",TRUE
"2020-08-17","DET",TRUE
"2020-08-18","DET",TRUE
"2020-08-19","DET",TRUE
"2020-08-20","DET",TRUE
"2020-08-21","DET",TRUE
"2020-08-22","DET",TRUE
"2020-08-23","DET",TRUE
"2020-08-24","DET",TRUE
"2020-08-25","DET",TRUE
"2020-08-26","DET",TRUE
"2020-08-27","DET",TRUE
"2020-08-28","DET",TRUE
"2020-08-29","DET",TRUE
"2020-08-30","DET",TRUE
"2020-08-31","DET",TRUE
"2020-09-01","DET",TRUE
"2020-09-02","DET",TRUE
"2020-09-03","DET",TRUE
"2020-09-04","DET",TRUE
"2020-09-05","DET",TRUE
"2020-09-06","DET",TRUE
"2020-09-07","DET",TRUE
"2020-09-08","DET",TRUE
"2020-09-09","DET",TRUE
"2020-09-10","DET",TRUE
"2020-09-11","DET",TRUE
"2020-09-12","DET",TRUE
"2020-09-13","DET",FALSE
"2020-09-14","DET",TRUE
"2020-09-15","DET",TRUE
"2020-09-16","DET",TRUE
"2020-09-17","DET",TRUE
"2020-09-18","DET",TRUE
"2020-09-19","DET",TRUE
"2020-09-20","DET",FALSE
"2020-09-21","DET",TRUE
"2020-09-22","DET",TRUE
"2020-09-23","DET",TRUE
"2020-09-24","DET",TRUE
"2020-09-25","DET",TRUE
"2020-09-26","DET",TRUE
"2020-09-27","DET",FALSE
"2020-09-28","DET",TRUE
"2020-09-29","DET",TRUE
"2020-09-30","DET",TRUE
"2020-10-01","DET",TRUE
"2020-10-02","DET",TRUE
"2020-10-03","DET",TRUE
"2020-10-04","DET",FALSE
"2020-10-05","DET",TRUE
"2020-10-06","DET",TRUE
"2020-10-07","DET",TRUE
"2020-10-08","DET",TRUE
"2020-10-09","DET",TRUE
"2020-10-10","DET",TRUE
"2020-10-11","DET",TRUE
"2020-10-12","DET",TRUE
"2020-10-13","DET",TRUE
"2020-10-14","DET",TRUE
"2020-10-15","DET",TRUE
"2020-10-16","DET",TRUE
"2020-10-17","DET",TRUE
"2020-10-18","DET",TRUE
"2020-10-19","DET",TRUE
"2020-10-20","DET",TRUE
"2020-10-21","DET",TRUE
"2020-10-22","DET",TRUE
"2020-10-23","DET",TRUE
"2020-10-24","DET",TRUE
"2020-10-25","DET",TRUE
"2020-10-26","DET",TRUE
"2020-10-27","DET",TRUE
"2020-10-28","DET",TRUE
"2020-10-29","DET",TRUE
"2020-10-30","DET",TRUE
"2020-10-31","DET",TRUE
"2020-11-01","DET",TRUE
"2020-11-02","DET",TRUE
"2020-11-03","DET",TRUE
"2020-11-04","DET",TRUE
"2020-11-05","DET",TRUE
